fecha,00h - 01h:,01h - 02h:,02h - 03h:,03h - 04h:,04h - 05h:,05h - 06h:,06h - 07h:,07h - 08h:,08h - 09h:,09h - 10h:,10h - 11h:,11h - 12h:,12h - 13h:,13h - 14h:,14h - 15h:,15h - 16h:,16h - 17h:,17h - 18h:,18h - 19h:,19h - 20h:,20h - 21h:,21h - 22h:,22h - 23h:,23h - 24h:,unidad
04/12/2021,0.3059,0.28575,0.262,0.24335,0.24369,0.24227,0.24444,0.26117,0.27644,0.28504,0.28346,0.27963,0.28209,0.27287,0.27029,0.26091,0.2772,0.30362,0.31044,0.30914,0.30125,0.30963,0.28888,0.2743,€/kWh
03/12/2021,0.30595,0.27196,0.25475,0.25111,0.24996,0.25466,0.26029,0.28924,0.32635,0.32381,0.30667,0.28714,0.27965,0.27415,0.2574,0.26577,0.29378,0.33694,0.36803,0.36738,0.36782,0.35887,0.31684,0.28972,€/kWh
02/12/2021,0.29298,0.25652,0.24946,0.247,0.22544,0.24238,0.24844,0.29847,0.32809,0.32549,0.31598,0.27003,0.26746,0.25872,0.23295,0.2483,0.26051,0.32675,0.35406,0.36968,0.37537,0.37506,0.33968,0.33424,€/kWh
01/12/2021,0.36245,0.32872,0.31394,0.29576,0.25864,0.25786,0.30518,0.33656,0.36049,0.33515,0.33198,0.32682,0.32271,0.31885,0.30091,0.30953,0.3152,0.32448,0.36135,0.37693,0.37905,0.3488,0.32095,0.26246,€/kWh
30/11/2021,0.31288,0.30852,0.30065,0.28073,0.27408,0.29751,0.33333,0.35327,0.37979,0.37428,0.37922,0.3669,0.35031,0.3502,0.34192,0.34579,0.35868,0.38142,0.40377,0.3971,0.39594,0.39588,0.36356,0.33336,€/kWh
29/11/2021,0.25316,0.24716,0.14837,0.13832,0.13885,0.24214,0.24534,0.26623,0.29309,0.29369,0.30052,0.28808,0.28596,0.28755,0.27599,0.29163,0.30085,0.31426,0.35013,0.35626,0.38158,0.35877,0.33666,0.32498,€/kWh
28/11/2021,0.26517,0.25341,0.2447,0.23786,0.23266,0.22992,0.23639,0.23987,0.23988,0.2506,0.2508,0.25181,0.2386,0.23732,0.23713,0.23536,0.24447,0.28673,0.30576,0.29603,0.28527,0.28451,0.26251,0.24314,€/kWh
27/11/2021,0.27701,0.27526,0.26609,0.24794,0.23156,0.2258,0.2253,0.2567,0.25893,0.26746,0.26556,0.25003,0.21544,0.21508,0.21529,0.21473,0.24406,0.27679,0.2988,0.29428,0.29193,0.27506,0.26851,0.25522,€/kWh
26/11/2021,0.29543,0.2876,0.27663,0.25719,0.24592,0.27012,0.27716,0.28735,0.31835,0.31012,0.3111,0.30118,0.29678,0.29348,0.25474,0.25485,0.29163,0.31206,0.33509,0.33741,0.33603,0.32639,0.30692,0.29874,€/kWh
25/11/2021,0.28144,0.27374,0.26189,0.25495,0.25808,0.27186,0.2725,0.28654,0.32237,0.31873,0.31544,0.30667,0.29905,0.29518,0.27875,0.27498,0.28965,0.30314,0.33393,0.3398,0.34282,0.33396,0.30109,0.28991,€/kWh
24/11/2021,0.28245,0.26623,0.2546,0.24321,0.24254,0.26406,0.28878,0.31234,0.33941,0.32663,0.3166,0.30656,0.30333,0.29695,0.27117,0.26247,0.27695,0.28999,0.31813,0.32824,0.33313,0.32017,0.28134,0.27228,€/kWh
23/11/2021,0.2636,0.25311,0.24823,0.24151,0.23882,0.24777,0.26082,0.27209,0.29265,0.2881,0.29403,0.29024,0.28891,0.28894,0.27903,0.28496,0.29249,0.30856,0.34958,0.35876,0.36991,0.35636,0.31336,0.30846,€/kWh
22/11/2021,0.28635,0.27436,0.25396,0.25463,0.24933,0.25518,0.2946,0.30165,0.32727,0.31972,0.32451,0.32151,0.32348,0.31853,0.305,0.30633,0.30764,0.31768,0.34496,0.35145,0.35365,0.32441,0.30044,0.29571,€/kWh
21/11/2021,0.33276,0.31406,0.30408,0.29744,0.29458,0.29084,0.27614,0.26904,0.26552,0.2751,0.273,0.26928,0.26996,0.25867,0.25138,0.2534,0.27108,0.2976,0.31283,0.31756,0.30134,0.29396,0.27672,0.26432,€/kWh
20/11/2021,0.26326,0.25684,0.25381,0.24615,0.24295,0.24417,0.24612,0.2516,0.24768,0.26605,0.26942,0.2636,0.27241,0.25977,0.25566,0.26655,0.282,0.28959,0.31475,0.31931,0.31829,0.30636,0.2963,0.30165,€/kWh
19/11/2021,0.27289,0.27105,0.26813,0.2506,0.25221,0.26741,0.2786,0.28691,0.31378,0.29873,0.30274,0.29979,0.30247,0.30224,0.29183,0.29313,0.30257,0.31709,0.35383,0.35512,0.34372,0.31447,0.29886,0.29922,€/kWh
18/11/2021,0.27657,0.27486,0.26345,0.24688,0.23331,0.25732,0.25107,0.28171,0.31268,0.29653,0.28447,0.27329,0.28994,0.29546,0.28824,0.30208,0.31567,0.33494,0.36782,0.36446,0.35218,0.33662,0.31518,0.30519,€/kWh
17/11/2021,0.24314,0.2362,0.23029,0.21303,0.21133,0.21467,0.23712,0.27616,0.30257,0.27569,0.25545,0.23608,0.23615,0.23597,0.22336,0.22743,0.25197,0.27708,0.32391,0.3344,0.31925,0.30298,0.2877,0.2732,€/kWh
16/11/2021,0.22663,0.21047,0.20657,0.2039,0.20493,0.22192,0.24015,0.24302,0.26769,0.26221,0.26102,0.24593,0.25272,0.25669,0.22904,0.2364,0.25318,0.2747,0.31678,0.33335,0.33432,0.30051,0.26158,0.25385,€/kWh
15/11/2021,0.21194,0.20625,0.20395,0.19918,0.19652,0.21244,0.24012,0.25992,0.27877,0.25337,0.2468,0.21277,0.20808,0.20865,0.19925,0.21,0.23135,0.26275,0.29737,0.30917,0.31613,0.29784,0.26155,0.24622,€/kWh
14/11/2021,0.23254,0.21928,0.21758,0.20514,0.19577,0.19319,0.20386,0.2143,0.20771,0.21506,0.22008,0.21041,0.22273,0.21071,0.19687,0.19567,0.20227,0.24905,0.25576,0.25628,0.24875,0.24433,0.23279,0.20869,€/kWh
13/11/2021,0.23834,0.23382,0.22225,0.19716,0.19765,0.1975,0.19514,0.21904,0.21737,0.21257,0.21124,0.21578,0.21579,0.21458,0.21501,0.21636,0.22302,0.2591,0.27041,0.26349,0.24868,0.24768,0.23474,0.22778,€/kWh
12/11/2021,0.22911,0.22502,0.21908,0.20858,0.20438,0.21029,0.23044,0.25045,0.27633,0.26504,0.26937,0.25798,0.25679,0.25514,0.24349,0.24051,0.24667,0.2527,0.28301,0.28236,0.25945,0.25311,0.22963,0.22605,€/kWh
11/11/2021,0.2091,0.20376,0.20316,0.19455,0.19754,0.20281,0.21137,0.23955,0.26345,0.25127,0.24769,0.24333,0.24286,0.24389,0.2293,0.23168,0.25076,0.26807,0.31593,0.31245,0.29667,0.27782,0.24222,0.22542,€/kWh
10/11/2021,0.23247,0.22705,0.22661,0.21784,0.21934,0.22921,0.2516,0.26044,0.28373,0.26978,0.26685,0.26379,0.26494,0.26509,0.25227,0.2535,0.25886,0.27605,0.30336,0.31055,0.31129,0.30298,0.27017,0.25304,€/kWh
09/11/2021,0.19579,0.19867,0.19483,0.18902,0.18915,0.20148,0.21926,0.23166,0.2498,0.24297,0.23917,0.21986,0.23545,0.23754,0.23173,0.24408,0.24688,0.25982,0.29052,0.29903,0.29786,0.27387,0.25538,0.25347,€/kWh
08/11/2021,0.22136,0.21658,0.19976,0.18814,0.18774,0.2021,0.21945,0.2281,0.24474,0.23239,0.23389,0.20411,0.20483,0.20479,0.19309,0.19469,0.22379,0.24005,0.26933,0.27648,0.27906,0.27589,0.25151,0.2422,€/kWh
07/11/2021,0.18291,0.16881,0.15307,0.12202,0.10031,0.12008,0.13162,0.13181,0.16542,0.16969,0.16536,0.16777,0.16918,0.16133,0.15673,0.15994,0.17278,0.22652,0.23369,0.2426,0.2303,0.22999,0.22688,0.22647,€/kWh
06/11/2021,0.2317,0.22294,0.22092,0.21031,0.19277,0.18491,0.19463,0.20866,0.21266,0.19362,0.17432,0.16837,0.16728,0.1713,0.1702,0.16883,0.17917,0.21931,0.2321,0.23462,0.21754,0.21484,0.20892,0.20213,€/kWh
05/11/2021,0.20664,0.20551,0.20097,0.19037,0.18486,0.20407,0.22619,0.23299,0.25168,0.24461,0.23999,0.23056,0.2217,0.21317,0.19481,0.19253,0.23297,0.24954,0.27021,0.27707,0.27951,0.27399,0.25387,0.24428,€/kWh
04/11/2021,0.2078,0.19601,0.18857,0.18603,0.18842,0.20374,0.22594,0.23275,0.25419,0.24689,0.24821,0.24007,0.2344,0.22704,0.20857,0.20936,0.23341,0.25179,0.27456,0.26664,0.25611,0.25227,0.23665,0.23199,€/kWh
03/11/2021,0.18722,0.18441,0.18192,0.17113,0.16997,0.17955,0.2035,0.23231,0.25013,0.2364,0.23327,0.20908,0.19946,0.18259,0.16958,0.17221,0.17395,0.21618,0.25204,0.26355,0.2786,0.25722,0.22528,0.20264,€/kWh
02/11/2021,0.15042,0.13797,0.13449,0.13373,0.13476,0.13667,0.17654,0.21464,0.23403,0.22627,0.22662,0.19503,0.18295,0.17133,0.15822,0.18235,0.2174,0.22863,0.25097,0.27358,0.30187,0.27702,0.24234,0.22811,€/kWh
01/11/2021,0.11638,0.09029,0.07875,0.05528,0.04811,0.07837,0.0964,0.11506,0.12632,0.12093,0.1124,0.10624,0.10685,0.09726,0.08558,0.09964,0.11875,0.17294,0.22697,0.2207,0.20186,0.18916,0.18651,0.17315,€/kWh
31/10/2021,0.17148,0.1239,0.10485,0.09203,0.09299,0.08687,0.0862,0.08803,0.08182,0.10263,0.09109,0.0911,0.08649,0.07978,0.0808,0.08134,0.09209,0.1113,0.12285,0.13187,0.18538,0.16554,0.15239,0.14612,€/kWh
30/10/2021,0.13104,0.12055,0.10397,0.09251,0.08743,0.09089,0.10838,0.12568,0.15316,0.18485,0.18857,0.18009,0.17628,0.16096,0.14934,0.13481,0.16428,0.18968,0.2064,0.2275,0.23331,0.2187,0.1891,0.1687,€/kWh
29/10/2021,0.18088,0.16591,0.16331,0.18306,0.18444,0.18452,0.20127,0.23259,0.27697,0.27175,0.27699,0.2646,0.25831,0.25174,0.23472,0.2162,0.22625,0.25019,0.27809,0.29232,0.28465,0.26161,0.22345,0.21783,€/kWh
28/10/2021,0.26927,0.24122,0.228,0.22664,0.21714,0.22523,0.2504,0.28382,0.32696,0.30533,0.29568,0.27916,0.26559,0.2524,0.23208,0.22622,0.23092,0.26312,0.29635,0.32455,0.33265,0.31514,0.25788,0.2498,€/kWh
27/10/2021,0.29352,0.28923,0.27659,0.27383,0.27379,0.27281,0.27437,0.30111,0.33413,0.32039,0.3104,0.29641,0.29149,0.26535,0.24128,0.2381,0.24022,0.27125,0.31349,0.34728,0.34284,0.33486,0.30685,0.28844,€/kWh
26/10/2021,0.26947,0.24234,0.23081,0.23156,0.23023,0.22967,0.26566,0.28486,0.32794,0.30789,0.30493,0.2675,0.27644,0.26944,0.23972,0.23977,0.25056,0.29245,0.32353,0.35254,0.35647,0.34353,0.31299,0.29385,€/kWh
25/10/2021,0.28118,0.28278,0.26623,0.26622,0.26573,0.26487,0.25952,0.2922,0.32548,0.31134,0.30951,0.29668,0.28575,0.27143,0.26875,0.2623,0.28232,0.2988,0.32046,0.34874,0.33532,0.32289,0.29348,0.27804,€/kWh
24/10/2021,0.29973,0.27863,0.27546,0.25811,0.25835,0.25788,0.25552,0.27322,0.27535,0.26668,0.24028,0.22229,0.23286,0.23594,0.23508,0.2185,0.2182,0.23368,0.26681,0.29849,0.33329,0.32819,0.30638,0.29059,€/kWh
23/10/2021,0.2582,0.24565,0.24384,0.23599,0.2423,0.23648,0.25202,0.27262,0.28202,0.28713,0.26553,0.2408,0.23099,0.22754,0.2251,0.21565,0.21792,0.24713,0.28991,0.31177,0.31038,0.31004,0.29274,0.27203,€/kWh
22/10/2021,0.25555,0.23213,0.22417,0.22064,0.22103,0.22836,0.24716,0.28317,0.33466,0.31616,0.29618,0.27264,0.26736,0.25872,0.23618,0.23449,0.23653,0.23893,0.2858,0.31232,0.33128,0.31786,0.29347,0.28531,€/kWh
21/10/2021,0.25443,0.24804,0.24767,0.24083,0.24064,0.24641,0.26354,0.28338,0.31536,0.30817,0.29134,0.26186,0.25934,0.25151,0.24182,0.24158,0.24159,0.26546,0.29351,0.32845,0.33333,0.3173,0.28206,0.27489,€/kWh
20/10/2021,0.23216,0.23058,0.22988,0.23081,0.23137,0.232,0.25143,0.30186,0.34076,0.32355,0.30398,0.26993,0.25517,0.24792,0.22306,0.2018,0.2016,0.2292,0.25873,0.30965,0.34225,0.34117,0.30595,0.29196,€/kWh
19/10/2021,0.2811,0.25968,0.23795,0.23247,0.23131,0.23176,0.24712,0.29034,0.33459,0.31957,0.28963,0.27254,0.27207,0.25934,0.24458,0.233,0.23369,0.25007,0.28786,0.31928,0.34206,0.33753,0.28415,0.25937,€/kWh
18/10/2021,0.28238,0.2696,0.2625,0.25963,0.2578,0.26115,0.26802,0.30871,0.34338,0.3189,0.30556,0.28506,0.26664,0.26151,0.25833,0.25653,0.27282,0.30059,0.33639,0.34893,0.36804,0.35323,0.33458,0.30252,€/kWh
17/10/2021,0.26984,0.26317,0.25409,0.24717,0.24596,0.24425,0.23897,0.2515,0.24885,0.25243,0.2442,0.24231,0.24231,0.24119,0.23978,0.22725,0.22838,0.24069,0.26755,0.30862,0.33276,0.32224,0.31048,0.30204,€/kWh
16/10/2021,0.29855,0.29189,0.28388,0.27702,0.27493,0.27492,0.28259,0.28725,0.28896,0.29376,0.2745,0.26045,0.25615,0.25751,0.25173,0.24057,0.23281,0.24654,0.2858,0.30773,0.32044,0.31487,0.28943,0.27848,€/kWh
15/10/2021,0.28818,0.2749,0.26496,0.26131,0.26108,0.26958,0.28924,0.30051,0.34525,0.32948,0.32592,0.31433,0.28894,0.28233,0.27197,0.2632,0.27351,0.29259,0.32504,0.33934,0.33444,0.33421,0.32537,0.30816,€/kWh
14/10/2021,0.25493,0.25109,0.24489,0.24901,0.25194,0.25178,0.27877,0.29237,0.33747,0.31042,0.2969,0.28536,0.27728,0.26901,0.24183,0.23467,0.23564,0.2689,0.30234,0.32742,0.33582,0.33213,0.31714,0.30544,€/kWh
13/10/2021,0.22169,0.20741,0.19692,0.18722,0.18617,0.20279,0.22175,0.263,0.29034,0.27934,0.25643,0.23865,0.24126,0.23626,0.22417,0.22788,0.25357,0.26686,0.29694,0.32221,0.32326,0.3133,0.29427,0.27332,€/kWh
12/10/2021,0.22387,0.22572,0.22274,0.22079,0.22101,0.22169,0.23318,0.2498,0.24884,0.24999,0.23249,0.21571,0.21569,0.21562,0.21102,0.19385,0.18887,0.2164,0.24349,0.26638,0.28418,0.27235,0.26543,0.23052,€/kWh
11/10/2021,0.19484,0.1887,0.17083,0.17195,0.18104,0.1954,0.22799,0.27457,0.3023,0.29116,0.28866,0.25828,0.24528,0.24274,0.22723,0.20938,0.21406,0.25635,0.30959,0.32488,0.32745,0.31869,0.28884,0.25212,€/kWh
10/10/2021,0.2304,0.23246,0.21663,0.21633,0.20549,0.20738,0.2174,0.21934,0.22268,0.20624,0.19143,0.17327,0.18065,0.20129,0.2129,0.17885,0.18056,0.22864,0.27028,0.29762,0.30973,0.30424,0.28269,0.24186,€/kWh
09/10/2021,0.30216,0.29591,0.2924,0.28916,0.27668,0.27694,0.27925,0.29725,0.29844,0.29893,0.27403,0.25754,0.25689,0.25582,0.25375,0.22311,0.21518,0.24364,0.2784,0.30709,0.30771,0.30463,0.2864,0.25086,€/kWh
08/10/2021,0.28733,0.27916,0.26938,0.26056,0.24711,0.25209,0.28689,0.32171,0.36864,0.32989,0.30776,0.28404,0.26142,0.25653,0.24985,0.24934,0.25474,0.29271,0.33237,0.35666,0.38,0.36974,0.32447,0.30125,€/kWh
07/10/2021,0.3427,0.33341,0.31117,0.31095,0.30804,0.3242,0.36783,0.3603,0.38632,0.37552,0.38779,0.3871,0.38306,0.37224,0.35815,0.35975,0.38232,0.38615,0.39404,0.39397,0.41671,0.39625,0.39371,0.39646,€/kWh
06/10/2021,0.29567,0.29586,0.29412,0.28985,0.28619,0.28579,0.2936,0.29483,0.32476,0.30923,0.30696,0.2784,0.27217,0.26465,0.25791,0.25815,0.2625,0.29577,0.32154,0.34269,0.34887,0.3328,0.31937,0.30866,€/kWh
05/10/2021,0.24949,0.23529,0.21566,0.21536,0.21273,0.21458,0.24917,0.27627,0.30415,0.29057,0.27749,0.26692,0.26504,0.26533,0.24236,0.22787,0.2317,0.26051,0.2971,0.33387,0.34396,0.34256,0.3315,0.31281,€/kWh
04/10/2021,0.19991,0.19697,0.18828,0.19146,0.1981,0.20354,0.249,0.26626,0.29582,0.27607,0.27064,0.25645,0.23825,0.23137,0.21276,0.21468,0.22043,0.25222,0.2879,0.31144,0.33426,0.32994,0.29225,0.27587,€/kWh
03/10/2021,0.16052,0.13028,0.09726,0.09241,0.08076,0.04885,0.08433,0.13393,0.13605,0.17178,0.17148,0.17113,0.17068,0.16961,0.15363,0.08705,0.0944,0.14862,0.17068,0.20009,0.25533,0.25956,0.25002,0.20604,€/kWh
02/10/2021,0.28816,0.2859,0.28002,0.27713,0.27526,0.27342,0.27302,0.27031,0.26686,0.26136,0.24964,0.19732,0.17434,0.16344,0.15945,0.08432,0.07611,0.12201,0.17002,0.19756,0.25657,0.2558,0.201,0.18261,€/kWh
01/10/2021,0.27272,0.27036,0.26974,0.26713,0.26617,0.26664,0.2697,0.27186,0.30325,0.28874,0.29474,0.28763,0.28163,0.27598,0.26016,0.26145,0.26124,0.26346,0.28032,0.29972,0.3099,0.31154,0.29701,0.29325,€/kWh
30/09/2021,0.20583,0.19383,0.18116,0.18165,0.18356,0.19847,0.23168,0.24251,0.26483,0.26058,0.2633,0.2567,0.26005,0.26337,0.2481,0.24848,0.25208,0.25826,0.27458,0.29612,0.29789,0.29755,0.27655,0.27053,€/kWh
29/09/2021,0.22122,0.21236,0.21258,0.20578,0.21387,0.22006,0.2366,0.23925,0.26408,0.25573,0.26104,0.25396,0.2565,0.2576,0.24366,0.24026,0.24013,0.24442,0.26229,0.27202,0.28287,0.2781,0.26277,0.2598,€/kWh
28/09/2021,0.22727,0.22786,0.22559,0.21984,0.21955,0.22498,0.22665,0.22699,0.25155,0.24374,0.25264,0.2495,0.24491,0.24438,0.22301,0.2038,0.21528,0.23274,0.25494,0.25911,0.26562,0.25966,0.24444,0.21104,€/kWh
27/09/2021,0.20934,0.19131,0.17756,0.17564,0.17649,0.17829,0.21413,0.22155,0.24826,0.24191,0.24944,0.24755,0.24425,0.2437,0.23011,0.22799,0.22392,0.23202,0.24659,0.2559,0.2659,0.26555,0.24892,0.24216,€/kWh
26/09/2021,0.22191,0.20953,0.20525,0.1962,0.1967,0.19662,0.2079,0.21735,0.21432,0.20238,0.1855,0.15977,0.15948,0.16884,0.16507,0.15579,0.14424,0.17097,0.20898,0.22731,0.23529,0.23893,0.22986,0.22675,€/kWh
25/09/2021,0.22339,0.22428,0.21953,0.21399,0.20703,0.20703,0.20637,0.21711,0.21419,0.21391,0.20726,0.1949,0.18372,0.15814,0.15334,0.14129,0.1544,0.18345,0.2083,0.22496,0.22737,0.22758,0.22328,0.20849,€/kWh
24/09/2021,0.20167,0.19331,0.18356,0.1824,0.18849,0.18937,0.20315,0.21298,0.23725,0.23474,0.2428,0.24304,0.24273,0.24286,0.23098,0.22824,0.23031,0.23111,0.24057,0.24994,0.26052,0.25898,0.23813,0.23186,€/kWh
23/09/2021,0.19699,0.17189,0.16542,0.16388,0.16392,0.16529,0.19967,0.21078,0.24006,0.23358,0.24014,0.23952,0.24073,0.24116,0.22282,0.1844,0.1823,0.22285,0.2433,0.25702,0.26386,0.26204,0.24417,0.23629,€/kWh
22/09/2021,0.19528,0.18546,0.18234,0.18617,0.19706,0.21038,0.2197,0.23218,0.25342,0.23768,0.24353,0.22889,0.24305,0.24324,0.228,0.2087,0.21116,0.23169,0.25001,0.26458,0.26635,0.26599,0.24302,0.23951,€/kWh
21/09/2021,0.16364,0.16165,0.15442,0.15414,0.15362,0.16287,0.18831,0.22118,0.2464,0.22838,0.22257,0.21475,0.20769,0.19385,0.17929,0.1784,0.18255,0.20195,0.23366,0.25676,0.25938,0.25534,0.22141,0.1875,€/kWh
20/09/2021,0.19385,0.17908,0.17857,0.17864,0.17794,0.17656,0.20286,0.22179,0.24807,0.23592,0.23694,0.22503,0.21661,0.21042,0.19049,0.19632,0.19283,0.1944,0.212,0.25052,0.25895,0.25174,0.21489,0.19166,€/kWh
19/09/2021,0.20643,0.20137,0.20199,0.203,0.20322,0.20365,0.20335,0.20384,0.19041,0.16884,0.15595,0.14232,0.12674,0.14263,0.14861,0.12642,0.12676,0.15906,0.18132,0.20637,0.22435,0.22874,0.22431,0.22049,€/kWh
18/09/2021,0.21928,0.21711,0.21133,0.19804,0.19372,0.19714,0.21209,0.20254,0.20105,0.1975,0.17539,0.16883,0.16881,0.16948,0.16404,0.1541,0.15403,0.16682,0.20035,0.23176,0.22795,0.22653,0.22296,0.21866,€/kWh
17/09/2021,0.21246,0.21042,0.19726,0.19536,0.19329,0.19615,0.21111,0.2182,0.24555,0.23704,0.24092,0.23214,0.22422,0.20048,0.18804,0.18831,0.18927,0.21836,0.24322,0.25174,0.25681,0.24986,0.2311,0.21088,€/kWh
16/09/2021,0.23063,0.22509,0.21754,0.21699,0.21665,0.21658,0.22203,0.23088,0.25567,0.24898,0.25243,0.25321,0.25259,0.25242,0.24119,0.23559,0.23284,0.23298,0.25625,0.26929,0.27006,0.27139,0.25711,0.25645,€/kWh
15/09/2021,0.21144,0.20849,0.20147,0.19923,0.19933,0.20199,0.20877,0.2193,0.25538,0.25305,0.34555,0.34416,0.34566,0.34106,0.24794,0.24772,0.24798,0.24775,0.34231,0.34833,0.35404,0.34605,0.24558,0.23342,€/kWh
14/09/2021,0.15491,0.1555,0.15385,0.15368,0.15237,0.1562,0.18662,0.19852,0.24036,0.23183,0.32462,0.32669,0.32835,0.32658,0.23196,0.23066,0.23141,0.23451,0.33438,0.33731,0.33838,0.33862,0.23936,0.23545,€/kWh
13/09/2021,0.20033,0.19844,0.19119,0.18055,0.16524,0.16462,0.19334,0.19655,0.23131,0.22635,0.31648,0.31855,0.3187,0.31751,0.22296,0.21942,0.22108,0.22807,0.33064,0.33496,0.33703,0.33141,0.23169,0.22855,€/kWh
12/09/2021,0.2034,0.20101,0.20172,0.20134,0.20089,0.19823,0.19815,0.19718,0.19102,0.18747,0.15855,0.14778,0.1471,0.14658,0.14656,0.14022,0.14054,0.14977,0.17809,0.19739,0.20517,0.20642,0.20436,0.20324,€/kWh
11/09/2021,0.19339,0.19538,0.19516,0.19576,0.19697,0.19655,0.1941,0.19442,0.19296,0.19029,0.18841,0.18267,0.18038,0.17434,0.17141,0.15096,0.14943,0.16511,0.18275,0.19326,0.20011,0.204,0.20106,0.19879,€/kWh
10/09/2021,0.19244,0.19027,0.18785,0.18658,0.18464,0.18656,0.18807,0.19378,0.23103,0.22594,0.31519,0.31175,0.31167,0.3112,0.21825,0.21633,0.21429,0.21673,0.31238,0.32187,0.32591,0.32612,0.23129,0.22857,€/kWh
09/09/2021,0.17832,0.17028,0.1627,0.15506,0.15392,0.15682,0.17388,0.18226,0.21887,0.21278,0.30383,0.30353,0.30391,0.30541,0.20781,0.20527,0.20288,0.21023,0.30965,0.31946,0.32138,0.32014,0.22385,0.21809,€/kWh
08/09/2021,0.17422,0.16946,0.16422,0.15755,0.15828,0.16417,0.17377,0.17717,0.21501,0.21134,0.29769,0.29473,0.29204,0.28676,0.17948,0.17165,0.18079,0.20177,0.30233,0.31402,0.31699,0.31656,0.221,0.20865,€/kWh
07/09/2021,0.16417,0.14553,0.14191,0.13882,0.13799,0.14077,0.16108,0.17808,0.21898,0.20862,0.29335,0.27784,0.26826,0.26478,0.17121,0.17103,0.17669,0.20064,0.30194,0.31251,0.31744,0.3179,0.22197,0.21724,€/kWh
06/09/2021,0.1785,0.165,0.15171,0.14414,0.14405,0.14569,0.17359,0.17986,0.2163,0.20626,0.29458,0.2944,0.28934,0.28443,0.18932,0.18951,0.19411,0.20419,0.31037,0.31703,0.31712,0.31457,0.21085,0.18982,€/kWh
05/09/2021,0.18822,0.18633,0.17953,0.17453,0.17131,0.1747,0.17535,0.17362,0.16632,0.14933,0.13758,0.13594,0.1335,0.13524,0.13599,0.13477,0.13586,0.13895,0.1634,0.18617,0.19791,0.1925,0.19151,0.18816,€/kWh
04/09/2021,0.18659,0.18688,0.18597,0.18537,0.18597,0.18478,0.18561,0.18491,0.18224,0.17408,0.14969,0.14389,0.14328,0.14229,0.1392,0.13449,0.13443,0.13565,0.16268,0.18482,0.18788,0.18878,0.18754,0.18678,€/kWh
03/09/2021,0.17886,0.17645,0.17548,0.17546,0.17477,0.17426,0.17535,0.17644,0.21316,0.20978,0.29994,0.29676,0.29054,0.29182,0.19203,0.18631,0.18313,0.18613,0.29749,0.30744,0.30911,0.31259,0.21767,0.21495,€/kWh
02/09/2021,0.17478,0.17478,0.17383,0.17322,0.17309,0.17296,0.17436,0.17394,0.20986,0.20725,0.29928,0.29787,0.29834,0.29875,0.20519,0.20453,0.20359,0.20442,0.30004,0.30657,0.30805,0.31229,0.21661,0.21419,€/kWh
01/09/2021,0.1638,0.15844,0.15173,0.14712,0.14722,0.15486,0.16529,0.16936,0.20562,0.2032,0.2943,0.29339,0.29324,0.29302,0.1999,0.19959,0.20034,0.20057,0.29622,0.30068,0.30277,0.30346,0.20961,0.20958,€/kWh
31/08/2021,0.16626,0.16482,0.16378,0.1599,0.16061,0.16226,0.16637,0.16632,0.20491,0.20207,0.29029,0.28702,0.28686,0.28741,0.19423,0.18841,0.18802,0.19371,0.28976,0.29554,0.29809,0.30119,0.20414,0.20251,€/kWh
30/08/2021,0.15785,0.15265,0.14729,0.14687,0.15152,0.15653,0.15914,0.16105,0.19866,0.19855,0.28652,0.28325,0.28237,0.28206,0.18883,0.18669,0.18554,0.18725,0.28097,0.28884,0.29114,0.29566,0.19833,0.19584,€/kWh
29/08/2021,0.13764,0.12728,0.12706,0.12847,0.12881,0.12814,0.13771,0.1381,0.1362,0.13731,0.12216,0.1219,0.12202,0.12607,0.12883,0.12203,0.12201,0.12323,0.12428,0.14465,0.16138,0.16392,0.16219,0.16123,€/kWh
28/08/2021,0.16188,0.16063,0.15787,0.15715,0.15225,0.15074,0.15311,0.15425,0.15357,0.15234,0.13779,0.12178,0.12014,0.12379,0.12122,0.11831,0.1158,0.11481,0.12487,0.12721,0.15397,0.16192,0.16041,0.15455,€/kWh
27/08/2021,0.15811,0.15607,0.15424,0.15292,0.15243,0.15181,0.15271,0.15229,0.18768,0.18588,0.27726,0.2772,0.27817,0.27781,0.18418,0.16984,0.17169,0.16938,0.26576,0.28134,0.28615,0.28827,0.19374,0.19027,€/kWh
26/08/2021,0.1563,0.1555,0.1543,0.15273,0.15248,0.15318,0.15497,0.15404,0.18956,0.18785,0.27982,0.27706,0.27782,0.27986,0.188,0.1853,0.18624,0.18576,0.28045,0.2852,0.28806,0.29272,0.19759,0.19239,€/kWh
25/08/2021,0.14567,0.14104,0.1388,0.1363,0.13864,0.14541,0.14979,0.14823,0.18312,0.18225,0.27372,0.27287,0.27333,0.27367,0.18101,0.18063,0.1807,0.18093,0.27601,0.27943,0.28651,0.29267,0.19371,0.18854,€/kWh
24/08/2021,0.1154,0.11485,0.11434,0.11426,0.11387,0.11575,0.11767,0.12013,0.1755,0.17015,0.25665,0.25143,0.2465,0.25487,0.17553,0.17601,0.17865,0.17892,0.27192,0.27594,0.28169,0.28379,0.1892,0.18642,€/kWh
